HashFunction,HashOwner,HashApp,SampleCount,AverageAllocatedMb,AverageAllocatedMb_pct1,AverageAllocatedMb_pct5,AverageAllocatedMb_pct25,AverageAllocatedMb_pct50,AverageAllocatedMb_pct75,AverageAllocatedMb_pct95,AverageAllocatedMb_pct99,AverageAllocatedMb_pct100
08c1e2f16efc1bad3c95d8bf8691ce4b87ba54663172b6af3a5baec906028eef,432e502f31a50807a4d894301e68a79ff575f3be6521cab9eb84d0c4d1ed947e,a4990740c2588808194d784fe0625e3e60f1a588f8ed0803a1c51ac2f85b8b47,21172,117.0,105.0,106.0,111.0,116.0,125.0,133.0,139.0,140.0
820c076ff18f91a0684238f6381ffef4f7c409d07c4794df02554f9daacedea2,f89ca9146c5d816b82acb85bf8431356fe43cc7c09d80732961d883909124fa6,f7d8b09e2f50e7a0025e796a1240190c711ebf64cafdc3afa873f9fd4253705c,17384,134.0,129.0,130.0,131.0,136.0,136.0,137.0,145.0,149.0
cc7f5fb86d42185808ab9a2b4ec51571caf8421b22633c5a61f5a8f55182fd13,05adaa46797bfe5f970486cea2a55eda78fd8c4fbf1021b9956cf2a34af24dd2,c65d3268dcce6e2645f3a1a193c819fe5ff0a392f578ccf6bb1a7994aea575c1,9660,48.0,38.5,42.0,46.5,49.0,50.0,52.0,53.5,53.5
95643c2f2e874979ac9c172d9f58b8010cb724d66c71ea52916d95cd72d2df68,efd511e7a6bb48fbff316406582068e230ca1ce80e7bfa67cf2e398acd43cb35,7bd7e2bf570cbfd6ebd72c628aa8bff1fc9627b8052d8960fd94609af575d663,75235,14.3,11.9,12.3,13.2,14.2,15.5,16.9,18.3,25.4
00d008eadffd689a36361f566c1cc70682b49531d9d5cd04e8473c9538ef52c5,c8e6172971ead769affdf91f0d1229345e7c8333f9d5625025eded99a7d5af54,80fe3c48a2705ef64835a01d242375b34890008c7040bcdf4c655d7f4afde5ec,23473,13.344827586206897,5.965517241379311,7.862068965517241,10.517241379310343,12.93103448275862,16.17241379310345,19.448275862068964,22.48275862068965,29.27586206896552
11bd75f83a144cc93e3f42f289f18bd892dca1913e7d5776e1be9a225bc844ab,c8e6172971ead769affdf91f0d1229345e7c8333f9d5625025eded99a7d5af54,80fe3c48a2705ef64835a01d242375b34890008c7040bcdf4c655d7f4afde5ec,23473,13.344827586206897,5.965517241379311,7.862068965517241,10.517241379310343,12.93103448275862,16.17241379310345,19.448275862068964,22.48275862068965,29.27586206896552
694207787b71eb651a3bbc338945589df6758ee189bc3621a0c9111fb37f5768,c8e6172971ead769affdf91f0d1229345e7c8333f9d5625025eded99a7d5af54,80fe3c48a2705ef64835a01d242375b34890008c7040bcdf4c655d7f4afde5ec,23473,13.344827586206897,5.965517241379311,7.862068965517241,10.517241379310343,12.93103448275862,16.17241379310345,19.448275862068964,22.48275862068965,29.27586206896552
dea0644b84f29b0c38b6990489f6e8def5fcc8e60d97af578a941ad404aa6216,63df872011e8ec65c36c34e92e60d24f02829370175316fa79a6ec3d58ad5449,1c7b926b8bf2549b994132d7abcf5c56bd4139a9ba6ce67861bc412f493fc343,17230,47.66666666666666,43.0,44.66666666666666,46.66666666666666,48.333333333333336,49.333333333333336,51.0,51.333333333333336,52.66666666666666
3bcbce7d68132f5015bd83a92fdb70a3e69865feabd2fe5cc052ef15108a4c4a,f3fcc74145a8c8a74218f0da9c6153464c60e3b66f8db1217b602af06e65c804,96f6b534f088b8e34e003a4f197d4f5ed605493e636ca4ef2dc68007926e97cb,17254,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0
22e19637fde61bd1d62f84068761abee8b4e04ff60bbbb06e87a92198ca3cd61,518953f2a191c3e4ce2c1f365bfd0f778b5e2a40c78433a54758e1ec5385f8b0,10d7cc5cb081fd91acdc4cd88700b2737c9c43d7cb2e6cd393258dbc1748dbf7,16386,22.8,19.8,20.4,22.8,23.0,23.4,24.8,26.8,29.2
4489ea2715199de8c8cb11110f5e6fdb13afd02f1b297700b495a688d383ff7d,aece1bae875bd8859d8bb0e8bf180ee2be9a8d24d7d11ab190ee4ad8fb531f58,f6c948bbc0a7ba752f7ec43eb85ca1f90ee7827cf86fd0fee2e8d952c6450719,17250,206.0,206.0,206.0,206.0,206.0,207.0,207.0,207.0,207.0
b6fc616497cc7586103251ec309131d8acbbace07f7300b96da6bca02d591432,f015557a3e7fee44417d61741e6239874f7f8b23604abab9faca0ff836e7eaa4,dd645a14f7b19a573f9838035c21518c831f8491e9a01877692c30ee770b8527,22133,12.8,12.0,12.2,12.4,12.6,12.8,14.9,14.9,15.0
a28e3f2746b3960f0d19dd5a9c69dcd2f362c1e48b9957c703616744c5728524,f39b7406614aacae2369b166e47bd116dcc4f56b9a560f11deb3fd2d046349dd,64a7cf743a0350eb220cb4c287fdb4a918cda8b731c2a4426a17a2a26941e762,520,103.5,82.5,96.5,103.5,105.0,107.5,107.5,107.5,107.5
5231174fb7595748c8b643c904350656af716e77a1857ac9b00fae2b8522d5a4,77c63dc84391f79d342bf5b0e558714ac44964d316c587b82afbaa8274268cc5,ae1c07da40610a2c9c26bb5383d972d7d92587e59b15190f0dd7b8d37e52d92e,17259,151.0,128.0,129.0,149.0,153.0,159.0,169.0,173.0,174.0
d7817f27c11c680d7d214dae7e7e172b045f05d2537e9a2a1999d63d465fa950,cb791108d272a0058e375b05697e6b7708fec54bbfef1cb2db71e91669f89d89,0763dc6f6e1652a2d426a6882aaedc0aed5f1e368c176cdd35c4cbe012d52357,20715,132.0,120.0,124.0,125.0,128.0,146.0,149.0,159.0,175.0
7215a844c52ad8fdb51e7d2347a73e0e1f113bbaa17d3ca9a9cd143b3d78adcd,5f3734f85a7ccb54af0a593d6d51af001345eae2f757a5c45654bc5223d3c85d,4a86dfcce790c3148b11e7cf5eeb2585d1bf42b371569d901f8e3dccadc593b5,6657,111.0,93.0,96.0,110.0,113.0,114.0,116.0,134.0,134.0
3ba8d1480b721e0ff05143894e4fa373f7a27aa50d634631e63d6b730f8afa0b,783f7b9350ad2e6179415af42c0900162dff0480f2c2de9e6b272cd42dd3dba9,a3ce037de89cfd8af40c853b9ff1bf953bab90750b4ef33d10218fdce2cab5ad,21108,66.66666666666667,55.66666666666666,58.333333333333336,65.33333333333333,67.66666666666667,69.66666666666667,73.33333333333333,75.33333333333333,100.0
e975d822ac93a2cdeead8eec4978520cdaaaec6a85612f839fdc854ce6475b38,cfba776c81103080119c74c578b5607a59416bc3363f52627f85aae80546077e,9419f11c20c6043c1591ecce56e8cea6301e1c0a582b22066526c09213e91964,17239,181.0,181.0,181.0,181.0,181.0,181.0,181.0,182.0,185.0
dc3672ad2573f1668079de2bdf2d322b7f3231c14028e603c5b2edcf9d40690c,bbdb85fd83f891f09f40d2ce0e097b1ab04e4bcbf3fbba1f1cd49c8d4e23068a,19790909084ba76d43576aa09a426e2a1a4a61ca5c684bc54d479add8b3eeba2,17254,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0
499bcec99665a5cf262ba41c64c775025809e5a9e79903a8cc64198833520f6a,84b58962b9fedf6d1948bdb2b218617a5c50fbae7db0a354f95ca153faa8735f,61c4432caafca77117695bedf6a5ffc2902adfe4d16663c5909a0ad8b7252120,17217,102.0,99.0,99.0,99.0,100.0,108.0,108.0,108.0,117.0
